Game Title,Designer(s),Moby ID,IGDB ID,Year,PEGI Rating,ESRB Rating,Age Rating,Done,Relevant,Fragrance(s) Mentioned,Mechanics,Notes,Anticipatory Breath Spray,Clothespin Nose Plug,Delicious Distraction,Evil Smells Bad,Fartillery,Follow Your Nose,Good Smells Good,Humans Are Smelly,I Love the Smell of X in the Morning,Pepper Sneeze,Perfumigation,Perverted Sniffing,Pheromones,Signature Scent,Smells Sexy,Smells of Death,Smelly Feet Gag,Smelly Skunk,Sneeze of Doom,Sniff Sniff Nom,Stink Bomb,Stink Snub,Stinky Flower,The Nose Knows,They Have the Scent!,Visible Odor,Weaponized Stench,You Need a Breath Mint,Other (added by Jas)
The Elder Scrolls (series),,803,52,1994,16,Teen,,TRUE,TRUE,"Sload, Coldharbour","Masking, Signaling, Judging, Identifying, Eating, Buffing, Navigating, Localising",,,,,"Both the Sload and Coldharbour are associated with powerful, overwhelming odors that contribute to their fearsome reputations. The Sload, a race of ""slugmen"" from the archipelago of Thras, are described as emanating a constant ""repugnant"" stench, reflecting their morally ambiguous nature and the disdain they inspire in other races due to their devastating history. Meanwhile, Coldharbour, the Daedric realm of Molag Bal, is filled with the foul stench of decay, blood, and excrement. The atmosphere in Coldharbour is so oppressive that the smell alone is enough to break the spirits of most mortals who accidentally find themselves there.",,,,"The Imga (a proud, intelligent race of ape-like beings) imitate the High Elves and look down on humans. As part of their affected disdain, they pretend to be offended by the smell of humans. To reinforce this, they wear elaborate capes with a perfumed corner, which they dramatically hold over their noses whenever humans are present.",,,,,,,,,,,,"Players can identify the effects of alchemy ingredients by consuming them directly. Eating an ingredient reveals its first property and applies a weakened version of that effect to the character, whether beneficial or harmful.",,,,"Minotaurs are described as having an exceptional sense of smell, which they use to track prey purely by scent.",,,,,
The Elder Scrolls IV: Oblivion,,21735,59,2006,16,Mature,,TRUE,TRUE,Scamps (rancid),Signaling,,,,,"Scamps (the weakest and smallest of the lesser Daedra) are described as having a rancid smell. This unpleasant odor becomes a central gameplay element in the ""Whom Gods Annoy"" quest, where a resident of Leyawiin is cursed with a staff that summons Scamps into her home, making it stink and causing extreme frustration.",,,,,,,,,,,,,,,,,,,,,,,,,
The Grinch (2000),,2978,15487,2000,,Everyone,,TRUE,TRUE,skunk spray,"Emanating, Damaging",,,,,,,,,,,,,,,,,,,"A puzzle in Who Lake involves using a female skunk to scare away a scout master who can see through the Grinch’s disguise. Max is painted black and white to resemble a male skunk, attracting the female skunk so he can lead her to the scout master and drive him off. However, if the Grinch gets too close, the skunk will spray him, causing damage.",,,,,,,,,,,
The Legend of Heroes: Trails from Zero,,100739,192133,2010,,Teen,,TRUE,TRUE,lost wedding ring,Localizing,,,,,,,,,,,,,,,,,,,,,,,,,The noble wolf and police dog Zeit possesses a superb sense of smell. This ability is utilized in a hidden side quest where Zeit helps track down the Vice-Police Commissioner's lost wedding ring.,,,,,
The Legend of Heroes: Trails to Azure,,107522,284036,2011,,,,TRUE,TRUE,lost wedding ring,Localizing,,,,,,,,,,,,,,,,,,,,,,,,,The noble wolf and police dog Zeit possesses a superb sense of smell. This ability is utilized in a hidden side quest where Zeit helps track down the Vice-Police Commissioner's lost wedding ring.,,,,,
The Legend of Tianding,,174561,151693,2021,,Teen,,TRUE,TRUE,ribs and leftovers,"Luring, Eating",,,,"One of the side quests involves infiltrating an embassy guarded by fierce dogs in its front compound. To break in without raising alarms, you need to collect ribs and leftovers from the local butcher to distract the dogs, allowing you to slip past them unnoticed.",,,,,,,,,,,,,,,,,,,,,,,,,,
The Legend of Zelda: Majora's Mask,,3550,1030,2000,12,Everyone,,TRUE,TRUE,mushrooms,"Localizing, Navigating",,,,,,,,,,,,,,,,,,,,,,,,,"While wearing the Mask of Scents, Link gains the ability to sniff out mushrooms. Their scent is represented by a purple mist, helping Link locate them during his adventure.",,"While wearing the Mask of Scents, Link gains the ability to sniff out mushrooms. Their scent is represented by a purple mist, helping Link locate them during his adventure.",,,
The Legend of Zelda: Twilight Princess,,25103,1036,2006,12,Teen,,TRUE,TRUE,"captured kids, Ilia","Localizing, Navigating, Identifying",,,,,,,,,,,,,,,"Link, in his wolf form, uses his heightened sense of smell to track his next goal by following scent trails. These scents are represented as colored vapor trails in his ""sense view,"" a Predator-vision mode. While the nature of the scents is not fully described, each one has a distinct color: the four captured kids' scent is yellow, while Ilia, Link's implied love interest, has a pink scent. The game features various other scents that Link can follow.",,,,,,,,,,"Link, in his wolf form, uses his heightened sense of smell to track his next goal by following scent trails. These scents are represented as colored vapor trails in his ""sense view,"" a Predator-vision mode. While the nature of the scents is not fully described, each one has a distinct color: the four captured kids' scent is yellow, while Ilia, Link's implied love interest, has a pink scent. The game features various other scents that Link can follow.","Link, in his wolf form, uses his heightened sense of smell to track his next goal by following scent trails. These scents are represented as colored vapor trails in his ""sense view,"" a Predator-vision mode. While the nature of the scents is not fully described, each one has a distinct color: the four captured kids' scent is yellow, while Ilia, Link's implied love interest, has a pink scent. The game features various other scents that Link can follow.","Link, in his wolf form, uses his heightened sense of smell to track his next goal by following scent trails. These scents are represented as colored vapor trails in his ""sense view,"" a Predator-vision mode. While the nature of the scents is not fully described, each one has a distinct color: the four captured kids' scent is yellow, while Ilia, Link's implied love interest, has a pink scent. The game features various other scents that Link can follow.",,,
The Long Dark,,82832,8347,2014,16,Teen,,TRUE,TRUE,meat,"Eating, Luring",This can be expanded a lot,,,"If you're being chased by a predator and have a piece of meat on you, you can drop it as a decoy to make your escape. However, this tactic doesn't work on moose, for obvious reasons—moose are not attracted to meat in the same way as other predators.",,,,,,,,,,,,,,,,,,,,,,,,,,
The Lost Vikings,,1547,144423,1993,,Everyone,,TRUE,TRUE,fart,"Emanating, Damaging",,,,,,"Olaf uses farts as part of his abilities. He can use them to mini-jump or elevate himself while gliding. Additionally, his farts are powerful enough to destroy brick floors.",,,,,,,,,,,,,,,,,,,,,,,,
The Man from the Window,,,222700,2022,,,,TRUE,TRUE,donuts,"Eating, Luring",,,,"One way to buy yourself more time is by leaving a box of donuts open. This causes the titular man to stop and eat the donuts, giving you a brief respite.",,,,,,,,,,,,,,,,,,,,,,,,,,
The Secret of Monkey Island,,616,60,1990,,,,TRUE,TRUE,"bad breath, breath mints","Masking, Buffing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guybrush can't talk to the prisoner in the town jail until he finds some breath mints. The prisoner’s halitosis is so bad that it prevents conversation.,
The Sims,,860,223,2000,,Teen,,TRUE,TRUE,skunk spray,"Emanating, Punishing",,,,,,,,,,,,,,,,,,,"Skunks could physically appear in the neighborhood and interact with Sims and pets. If approached or startled, the skunk could spray them, resulting in a strong, visible stink cloud and an immediate drop in hygiene.",,,,,,,,,,,
The Sims 2,,14877,224,2004,,Teen,,TRUE,TRUE,skunk spray,"Emanating, Punishing",,,,,,,,,,,,,,,,,,,"Skunks could physically appear in the neighborhood and interact with Sims and pets. If approached or startled, the skunk could spray them, resulting in a strong, visible stink cloud and an immediate drop in hygiene.",,,,,,,,"The Sims 2 and The Sims 3 uses green particle effects to visually show smelly things, like rotten food, stinky clothes, and odorous sims.",,,
The Sims 2: Castaway,,36797,192908,2007,,Everyone 10+,,TRUE,TRUE,,"Eating, Punishing",,,,,,,,,,,,,,,,,,,,,"Identifying whether unknown plants are edible relies entirely on olfactory-adjacent trial and error: Sims must eat the plants themselves to test their effects. There’s no visual or scent-based cue to determine safety beforehand, so players risk having their Sims vomit (or worse) after ingesting toxic plants like manchineel fruit.",,,,,,,,,
The Sims 4,,69077,3212,2014,,Teen,,TRUE,TRUE,skunk spray,Punishing,,,,,,,,,,,,,,,,,,,A players dog will be described as having fought a wild skunk and return home covered in a persistent foul odor. The resulting smell lingers for several in-game days and cannot be removed through regular washing.,,,,,,,,,,,
The Tale of Food,,203133,246983,2023,,,,TRUE,TRUE,Buddha-Jumps-over-the-Wall,"Enchanting, Buffing",,,,,,,,,,,,,,,,"Buddha-Jumps-over-the-Wall is a character whose charisma comes from an irresistible aroma emanating from his body. His scent makes him exceptionally popular and allows him to charm enemies, rendering them unable to attack.",,,,,,,,,,,,,,
The Visitor,,39424,159191,2007,,Teen,,TRUE,TRUE,"skunk spray, skunk","Eating, Buffing, Damaging",,,,,,,,,,,,,,,,,,,"The protagonist can encounter skunks, whose defensive mechanism involves releasing a foul-smelling gas. When attacked, these skunks emit gas clouds that can harm the player. If the protagonist eats a skunk, then they can also spray the gas.",,,,,,,,,,,
The Witcher 3: Wild Hunt,,76174,1942,2015,18,Mature,,TRUE,TRUE,"quarry, Yennefer (lilac and gooseberries)","Navigating, Localising, Identifying",,,,,,,,,,,,,,,"Geralt frequently uses his enhanced sense of smell to track his quarry during quests. Notably, the sorceress Yennefer is widely recognized by her distinctive scent of lilac and gooseberries: so much so that Geralt can track her by this fragrance alone, and other characters often reference how memorable it is.",,,,,,,,,,"Geralt frequently uses his enhanced sense of smell to track his quarry during quests. Notably, the sorceress Yennefer is widely recognized by her distinctive scent of lilac and gooseberries: so much so that Geralt can track her by this fragrance alone, and other characters often reference how memorable it is.",,,,,
The Wizard Sniffer,Buster Hudson,,123477,2017,,,,TRUE,TRUE,pepper,"Emanating, Reflexing",,,,,,,,,,,"Players can shake a pepper shaker, causing everyone in the room to sneeze.",,,,,,,,,,,,,,,,,,,
Tiny Toon Adventures: Babs' Big Break,,30821,8046,1992,,,,TRUE,TRUE,skunk spray,"Emanating, Revealing",,,,,,,,,,,,,,,,,,,,,,,,,,,,"After being rescued, Fifi La Fume uses her powerful skunk spray to clear obstacles, enabling the player to progress further in the level.",,
ToeJam & Earl: Back in the Groove!,,119988,11122,2019,7,Everyone,,TRUE,TRUE,fart,"Emanating, Repelling",,,,,,"The ""Gassy Tummy"" present gives the player a case of gas, causing nearby Earthlings to keep their distance whenever it's activated.",,,,,,,,,,,,,,,,,,,,,,,,
Tomodachi Life,,84860,6403,2013,3,Everyone,,TRUE,TRUE,pepper,"Emanating, Reflexing",,,,,,,,,,,"A dream sequence features the player shaking pepper onto a Mii, causing the character to sneeze uncontrollably.",,,,,,,,,,,,,,,,,,,
Tongue of the Fatman,,1067,4378,1989,,,,TRUE,TRUE,fart,"Emanating, Damaging",,,,,,"A gargoyle named ""Guano"" can attack with his flatulence. The Behemoth can use a fart attack against opponents.",,,,,,,,,,,,,,,,,,,,,,,,
Tooth and Tail,,95850,12519,2017,12,Teen,,TRUE,TRUE,skunk spray,"Eating, Emanating, Damaging",,,,,,,,,,,,,,,,,,,"The Glorious AFB units are anthropomorphic skunks presented as ""awkward national heroes."" These skunks function as chemical warfare specialists, employing gas canisters produced from their own bodies after consuming rancid meat to attack enemy forces strategically.",,,,,,,,,,,
Torin's Passage,,1228,2223,1995,,Kids to Adults,,TRUE,TRUE,,Depriving,,,"A puzzle involves dealing with a pair of skunks. To safely approach them without harm, the hero, Torin, must wear a nose clip to block out their smell.",,,,,,,,,,,,,,,,,,,,,,,,,,,
Total War: Warhammer III,,180055,143114,2022,,,,TRUE,TRUE,burp,"Emanating, Damaging",,,,,,"Bilious Thunderguff has a special attack called ""Bilious Belch,"" a toxic, foul-smelling vortex that damages enemies caught within it.",,,,,,,,,,,,,,,,,,,,,,,,
Undercover Cops,,23934,10455,1992,,,,TRUE,TRUE,fart,"Emanating, Damaging",,,,,,Moguralian β attempts to attack with a fart when he is about to die.,,,,,,,,,,,,,,,,,,,,,,,,
Undertale,,74938,12517,2015,12,Everyone,,TRUE,TRUE,"Papyrus (bones), Undyne (sushi), Mettaton",Experiencing,,,,,,,,,,,,,,,"Some characters have descriptive scents mentioned in their stats. For instance, certain character descriptions explicitly note their distinctive odors: like Papyrus smelling of bones, or Undyne smelling like sushi (specifically fish), and the canine enemies often smelling of dog-related scents.",,,,,,,,,,,,,,,
Vampire: The Masquerade - Bloodlines,,15663,11,2004,18,Mature,,TRUE,TRUE,Zygaena (fishy),Identifying,,,,,,,,,,,,,,,"The player character is warned that Zygaena can be identified by his distinctly fishy odor. However, this warning isn't sufficient, as Zygaena successfully disguises himself as human, fooling the player despite his notable scent.",,,,,,,,,,,,,,,
Vay,,14535,5460,1993,,,,TRUE,TRUE,fart,"Emanating, Damaging",,,,,,"The fairy Sirufa suffers from a curse causing ""seismic flatulence,"" which the protagonists cleverly exploit. Her powerful flatulence becomes a means of transportation, though it requires precautions; without protection, characters are killed by the fumes.",,,,,,,,,,,,,,,,,,,,,,,,
Versus Umbra,,,165493,2011,,,,TRUE,TRUE,fart,"Emanating, Damaging",,,,,,The Chemical Warfare relic causes the player character to fart each time they jump. This fart creates a damaging area of effect.,,,,,,,,,,,,,,,,,,,,,,,,
Viva Piñata,,25261,7236,2006,3,Everyone,,TRUE,TRUE,"Smelba spray, smelly candy","Repelling, Emanating",,,,,,,,,,,,,,,,,,,"The Smelba, a skunk-like piñata, has the ability to scare Ruffians away by emitting a dark-green cloud of visible odor. To attract a wild Smelba to become a resident in the garden, it must eat three pieces of rotten garlic; afterward, for garden tasks, the Smelba can release its potent odor on command. Additionally, resident Smelbas produce ""Smelly Candy,"" which emits green visible fumes and repels nearby piñatas.",,,,,,,,,,,
Wacky Races,,16144,81547,1991,,,,TRUE,TRUE,skunk spray,"Emanating, Damaging",,,,,,,,,,,,,,,,,,,"Skunks appear as enemies in the second part of Stage C-4, attacking Muttley by spraying clouds of harmful gas at him.",,,,,,,,,,,
WarCraft: Orcs & Humans,,371,129,1994,,Kids to Adults,,TRUE,TRUE,demons,"Identifying, Detecting",,,,,"Characters frequently remark on sensing enemies through smell. Notably, units such as Demon Hunters or Night Elves will comment on detecting the scent of demons nearby, indicating enemy presence or impending conflict.",,,,,,,,,,,,,,,,,,,,,,,,,
Wario Land II,,5228,1697,1998,,,,TRUE,TRUE,burp,"Emanating, Damaging",,,,,,The transformation known as Crazy Wario (originally Drunk Wario in the Japanese version) features Wario stumbling and burping bubbles as a form of attack.,,,,,,,,,,,,,,,,,,,,,,,,
Welcome to Basingstoke,,119148,77535,2018,,,,TRUE,TRUE,foods,"Luring, Eating",,,,"Players can use various foods, including sausage rolls and kebabs, as throwable distractions. When thrown, these items attract zombies, causing them to shamble toward the food instead of the player.",,,,,,,,,,,,,,,,,,,,,,,,,,
Wishbone and the Amazing Odyssey,,35575,50181,1996,,,,TRUE,TRUE,turkey leg,"Eating, Luring",,,,"The protagonist uses food (specifically a turkey leg) to distract the guard dog, enabling safe passage without confrontation.",,,,,,,,,,,,,,,,,,,,,,,,,,
World of Warcraft,,15620,123,2004,12,Teen,,TRUE,TRUE,skunk spray,"Emanating, Buffing",,,,,,,,,,,,,,,,,,,"Skunks are a type of critter that can use the ""Stench"" attack during pet battles, emitting a foul odor to debuff opponents.",,,,,,,,,,,
Worms (series),,340,9331,1995,,Kids to Adults,,TRUE,TRUE,skunk spray,"Emanating, Damaging",,,,,,,,,,,,,,,,,,,"The Skunk is a deployable weapon that walks around the battlefield and eventually releases a cloud of toxic gas, poisoning any nearby worms caught within its radius.",,,,,,,,,,,
Xenoblade Chronicles 2,,97266,26766,2017,12,Teen,,TRUE,TRUE,fart,"Emanating, Buffing, Damaging",,,,,,"Certain enemies (such as Gogols and Skwarors) use gas-based attacks that inflict damage and the ""Stench"" status ailment. This condition disrupts the affinity between Drivers and their Blades, temporarily repelling Blades from their Drivers and making cooperation difficult.",,,,,,,,,,,,,,,,,,,,,,"Certain enemies (such as Gogols and Skwarors) use gas-based attacks that inflict damage and the ""Stench"" status ailment. This condition disrupts the affinity between Drivers and their Blades, temporarily repelling Blades from their Drivers and making cooperation difficult.",,
Yakuza: Like a Dragon,,153150,36550,2020,18,Mature,,TRUE,TRUE,bad breath,"Emanating, Buffing, Reflexing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yu Nanba, a homeless character, has notoriously foul breath. He weaponizes this in combat, inflicting various status effects on enemies by breathing on them. His powerful ""Essence"" ability humorously leverages his bad breath during CPR attempts, reviving fallen teammates who immediately awaken due to the smell, even before CPR can actually begin.",
Yandere Simulator,,77236,25621,2015,,,,TRUE,TRUE,stink bomb,"Emanating, Repelling",,,,,,,,,,,,,,,,,,,,,,"The protagonist can craft or purchase stink bombs to drive characters away from certain areas. In 1980s Mode, this mechanic becomes crucial to gameplay, as stink bombs are used strategically, such as forcing Ui Tunesu to leave the Cooking Club, allowing Ryoba to secretly take a knife without being witnessed. Similarly, stink bombs can prevent characters from observing suspicious actions, directly influencing story outcomes and avoiding suspicion from other characters.",,,,,,,,
Yie Ar Kung-Fu,,13732,18170,1985,12,Everyone,,TRUE,TRUE,fart,"Emanating, Damaging",,,,,,"Po-Chin is dubbed the ""Poison Gas Warrior."" He attacks using what appear to be clouds of toxic gas, which (judging by the sprite animations) strongly resemble farts.",,,,,,,,,,,,,,,,,,,,,,,,
Yooka-Laylee,,86745,10031,2017,7,Everyone,,TRUE,TRUE,fart,"Emanating, Buffing",,,,,,"Yooka can use flatulence underwater to create bubbles, enabling him to breathe and perform actions underwater.",,,,,,,,,,,,,,,,,,,,,,,,
